Date,SP500 Compound,SP500 Negative,SP500 Neutral,SP500 Positive,SP500 Text,Cramer Compound,Cramer Negative,Cramer Neutral,Cramer Positive,Cramer Text,Trump Compound,Trump Negative,Trump Neutral,Trump Positive,Trump Text,Dimon Compound,Dimon Negative,Dimon Neutral,Dimon Positive,Dimon Text,Blankfein Compound,Blankfein Negative,Blankfein Neutral,Blankfein Positive,Blankfein Text,Solomon Compound,Solomon Negative,Solomon Neutral,Solomon Positive,Solomon Text,Corbat Compound,Corbat Negative,Corbat Neutral,Corbat Positive,Corbat Text,Lead economists Compound,Lead economists Negative,Lead economists Neutral,Lead economists Positive,Lead economists Text,Powell Compound,Powell Negative,Powell Neutral,Powell Positive,Powell Text,FED Compound,FED Negative,FED Neutral,FED Positive,FED Text,Fink Compound,Fink Negative,Fink Neutral,Fink Positive,Fink Text
2020-04-06 23:01:46,,,,,,0.4019,0.024,0.898,0.078,"cnbc's jim cramer watched stocks rally hard monday on welcome data about coronavirus progress, but he is not sold on the idea that wall street has fully turned the corner.
after the new virus infections count in the u.s. dipped on sunday, the three major sto… [+2355 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06 22:22:16,,,,,,0.7906,0.041,0.787,0.172,"happy monday and welcome back to on the money. im sylvan lane, and heres your nightly guide to everything affecting your bills, bank account and bottom line.
see something i missed? let me know at slane@thehill.com or tweet me @sylvanlane. and if you like yo… [+6869 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06 18:46:00,,,,,,-0.4854,0.087,0.87,0.043,"stocks soared monday as investors grew hopeful that the coronavirus outbreak was showing signs of a plateau.
but, with the dow soaring more than 1,000 points on monday and the s&amp;p 500 rallying about 5%, what's next for the market? 
cnbc ""mad money"" host… [+1823 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06 14:20:59,,,,,,-0.7713,0.157,0.843,0.0,<ul><li>a former fda commissioner warned that coronavirus is far more devastating than the public seems to believe.</li><li>the economic impact of the disease will be lasting and could push the u.s. economy into a lasting depression.</li><li>the stock market … [+3822 chars],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-04 06:01:51,,,,,,-0.9468,0.313,0.687,0.0,"gold miners' stocks have endured epic volatility in this past month, literally crashing before blasting back higher in a violent v-bounce. that preceding wicked capitulation flush savagely forced the weak hands out, paving the way for gold stocks' next major … [+18788 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-03 23:35:03,,,,,,-0.8388,0.23,0.675,0.095,"cnbc's jim cramer on friday delivered a dire message about the financial future.
""i've got to be honest with you: we could be on the verge of a depression. not a recession, a depression if things don't go right,"" the ""mad money"" host said.
cramer gave the g… [+3513 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-02 22:53:48,,,,,,-0.6133,0.166,0.77,0.064,"cnbc's jim cramer on thursday suggested that wall street investors could be ""grasping at straws"" after stocks rallied, despite both welcome and unwelcome information.
""this market's so desperate for good news that buyers are willing to grasp even the thinnes… [+1864 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-02 12:24:03,,,,,,-0.5719,0.15,0.771,0.079,"the market rollercoaster is back, if somewhat less stomach-churning, with us equity rebounding from yesterday's plunge which - now that the pension fund frontrunning trade is over - was the worst start to a new quarter since the great depression.
q2 is off t… [+23295 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-02 02:01:46,,,,,,-0.0516,0.058,0.888,0.054,"one day after the macy's ticker was booted from the s&amp;p 500, the head of a major apparel supplier signaled he has faith in the troubled department chain.
mann chirico, ceo of pvh, on wednesday told cnbc's jim cramer that he thinks macy's will be able to … [+2135 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-01 23:46:44,,,,,,0.6249,0.06,0.804,0.136,"cnbc's jim cramer on wednesday separated the wheat from the chaff in the market and opined on the best- and worst-performing stocks through the first quarter of 2020.
""you can learn a lot about a market by looking at its winners and losers,"" the ""mad money"" … [+2589 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-01 23:01:14,,,,,,-0.2263,0.138,0.741,0.12,"the white house's prediction of the potential coronavirus death toll was a ""rude awakening"" for a lot of investors, triggering a sell-off on wall street after signs of hope the week prior, cnbc's jim cramer said.
days after signing a massive economic relief … [+1855 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-01 18:59:43,,,,,,-0.6124,0.106,0.894,0.0,"stock markets returned to red to begin the second quarter. 
the stock market fell on wednesday as coronavirus fears stretched on. the dow jones industrial average and the s&amp;p 500 were both nearly 4% lower by mid-afternoon.  
here's what four market expe… [+4620 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-01 14:35:29,,,,,,-0.1531,0.077,0.879,0.044,"analysts have warned that falling oil prices will lead to a wave of consolidation or bankruptcies in the u.s. energy sector, and the street got its first taste of what could be to come when u.s. shale producer whiting petroleumfiled for bankruptcy on wednesda… [+3149 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-01 00:49:34,,,,,,0.7184,0.0,0.875,0.125,"chef boyardee sales are up, and the growth momentum may continue forward, given the impact of the coronavirus pandemic, conagra brands ceo sean connolly told cnbc's jim cramer tuesday.
the classic line of canned pasta products saw a 4.5% gain in dollar sales… [+2282 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31 23:15:11,,,,,,0.1027,0.113,0.768,0.12,"cnbc's jim cramer on tuesday laid out his playbook for the next three-month period and broke down his predictions of what could be the best performing parts of the market next quarter.
""just like the first quarter, i'm betting the second quarter will be bad … [+3051 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31 08:00:00,,,,,,0.0,0.0,1.0,0.0,"noelle acheson is a veteran of company analysis and coindesks director of research. the opinions expressed in this article are the authors ownand are not investment advice.
the following article originally appeared in institutional crypto by coindesk, a week… [+9737 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31 08:00:00,,,,,,0.0,0.0,1.0,0.0,"noelle acheson is a veteran of company analysis and coindesks director of research. the opinions expressed in this article are the authors ownand are not investment advice.
the following article originally appeared in institutional crypto by coindesk, a week… [+9636 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-30 22:49:41,,,,,,-0.5719,0.151,0.791,0.058,"the u.s. government should take further steps to stop the spread of covid-19 and assist impacted workers, cnbc's jim cramer said monday. but neither actions are the permanent solution the economy needs, he argued. 
""there's only one thing that can stop this … [+1806 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-30 17:43:45,,,,,,-0.4005,0.139,0.771,0.09,"like most of us, i have watched with shock and awe as the market has careened lower over the past several weeks. while it has been extremely difficult to make gains during this time period (even shorting has proven treacherous due to the sudden, dramatic mark… [+7835 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-30 14:15:00,,,,,,-0.3818,0.1,0.854,0.047,"cnbc's jim cramer argued monday that stock market short sellers are unwisely doubting the ability of scientists to slow the spread of the new coronavirus.
""this is a day where you say, if i'm short i'm betting against science, not betting against the lackada… [+1903 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-29 14:50:46,,,,,,-0.7713,0.153,0.847,0.0,"<ul><li>google trends data shows an incredible surge in searches for the dow jones and how to buy stocks</li><li>unfortunately, retail investors are usually on the wrong side of stock market crashes, suggesting there could be more pain ahead.</li><li>guggenhe… [+4682 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-28 12:40:49,,,,,,0.7506,0.0,0.837,0.163,"the dow jones industrial average finished friday's session down more than 4%. this marks a reversal from a three-day winning streak where major indices gained more than 20% from monday's close.
so has the market reached a bottom during the coronavirus pandem… [+2773 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-27 22:27:31,,,,,,-0.7003,0.148,0.798,0.054,"the stock market is in a ""tug of war"" between bearish and bullish investors as the coronavirus outbreak takes its course in the united states, cnbc's jim cramer said friday.
wall street is at a crossroads of heading into a depression or reversing fortunes, d… [+4125 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-27 16:45:00,,,,,,0.5859,0.0,0.915,0.085,"cnbc's jim cramer said friday he did not think investors were properly factoring in the likelihood a successful antiviral treatment for covid-19 is developed. 
""is anyone even thinking anymore that there is something going on at any drug company that actuall… [+2405 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-26 22:41:53,,,,,,-0.6486,0.081,0.919,0.0,"wall street is not yet out of the woods, but cnbc's jim cramer on thursday said investors caught a glimpse of what's to come.
""in the last 24 hours we got something that we haven't felt in a long time. it's called hope,"" the ""mad money"" host said.
the comme… [+2992 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-25 22:29:53,,,,,,-0.4983,0.146,0.746,0.108,"wall street showed it ""has faith"" in the sweeping stimulus bill that's pending passage in the u.s. senate, but the plan does not resolve the health crisis at hand, cnbc's jim cramer said wednesday.
the dow jones rose about 495 points, or 2.39%, to 21,200.55,… [+2557 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-25 15:02:00,,,,,,0.8126,0.0,0.802,0.198,"amazon may be the ultimate beneficiary in the post-coronavirus world, cnbc's jim cramer said wednesday, suggesting the company's cloud unit and e-commerce business are both positioned nicely to thrive.
""i think amazon could go to $3,000 in this market,"" cram… [+2074 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-24 23:44:48,,,,,,0.9209,0.039,0.69,0.271,"the dow turned in its best one-day gain since the great depression, but it's far from the quality rally that investors want to see, cnbc's jim cramer said tuesday.
""a good rally is one that's stair step. it goes up nicely, people don't believe, then it flatl… [+2233 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-24 23:32:20,,,,,,-0.25,0.075,0.849,0.075,"cnbc's jim cramer recommended patience after tuesday's market bounced in anticipation that lawmakers in washington would settle on a wide-reaching economic stimulus deal.
the ""mad money"" host took a cue from chart analysis by investment advisor tom demark, t… [+1860 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-24 22:17:35,,,,,,-0.3612,0.084,0.916,0.0,"stock futures rose in overnight trading, building on tuesday's historic rally, as investors awaited an unprecedented stimulus package to combat the economic impact of the coronavirus.
futures on the dow jones industrial average climbed about 150 points. the … [+1929 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-24 22:15:35,,,,,,-0.3612,0.08,0.92,0.0,"cnbc's jim cramer warned investors against believing that the bull market was back after tuesday's massive rally, saying that automated trading and short-covering were major reasons for the move. 
""just be cautious. this was a one-day bull market. you had st… [+1844 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-24 21:00:07,,,,,,0.8126,0.0,0.837,0.163,"the dow jones industrial average surged by more than 11 percent on tuesday as donald trump proposed an end to the shutdown, and senators came close to reaching an agreement on the coronavirus stimulus bill. the rise marked the dow’s biggest percentage gain si… [+969 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-24 20:14:00,,,,,,0.0,0.0,1.0,0.0,"speaker of the house nancy pelosi waits for u.s. president donald trump to arrive to deliver his state of the union address to a joint session of the u.s. congress in the house chamber of the u.s. capitol in washington, u.s. february 4, 2020.
dow jones indus… [+1525 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 15:20:01,,,,,,,,,,,-0.0772,0.087,0.812,0.101,"leaders of both the republican and democratic parties agree that the pandemic that has shut down the nations economy and killed more than 23,000 people should be treated as though it were a war.i view it in a sense as a wartime president, president donald tru… [+14934 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 15:20:01,,,,,,,,,,,-0.6369,0.154,0.751,0.095,"leaders of both the republican and democratic parties agree that the pandemic that has shut down the nation’s economy and killed more than 23,000 people should be treated as though it were a war.
“i view it — in a sense as a wartime president,” president don… [+14822 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 15:00:41,,,,,,,,,,,0.3612,0.0,0.943,0.057,"reuters: wall street rose more than 2per cent on tuesday on signs some economies would ease strict coronavirus-induced lockdowns, with investors also looking at quarterly earnings from jpmorgan and johnson &amp; johnson for clues on the business hit from the … [+3197 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 13:45:45,,,,,,,,,,,0.6908,0.0,0.883,0.117,"wall street opened on a high note tuesday morning on optimistic news about coronavirus testing and stabilization of the outbreak in some states.
the dow jones industrial average kicked off the day with a gain of 450 points, while the s&amp;p 500 and nasdaq w… [+2372 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 13:45:45,,,,,,,,,,,0.6908,0.0,0.883,0.117,"wall street opened on a high note tuesday morning on optimistic news about coronavirus testing and stabilization of the outbreak in some states.
the dow jones industrial average kicked off the day with a gain of 450 points, while the s&amp;p 500 and nasdaq w… [+2166 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 13:38:40,,,,,,,,,,,0.5106,0.0,0.926,0.074,"the dow opened 400 points higher on tuesday as the quarterly earnings season began in earnest with jpmorgan chase and johnson &amp; johnson offering the first glimpse of the coronavirus outbreak's impact on corporate america. 
the dow jones industrial averag… [+2577 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 13:12:19,,,,,,,,,,,0.8442,0.0,0.766,0.234,"(for a live blog on the u.s. stock market, click or type live/ in a news window) 
* jpmorgan, wells fargo quarterly profits slump 
* j&amp;j beats profit estimates, boosts quarterly dividend 
* china’s exports, imports shrink less-than-expected 
* tesla c… [+3142 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 13:01:36,,,,,,,,,,,-0.1548,0.07,0.873,0.057,"stock futures jumped in early morning trading tuesday as investors grew more optimistic about the covid-19 outlook while bracing for the start of a corporate earnings season that will for most companies reveal heavy damage from the covid-19 pandemic.
fred im… [+1976 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 12:09:07,,,,,,,,,,,0.4767,0.0,0.916,0.084,"jamie dimon, ceo of jp morgan chase, appears on cnbc's squawk box at the 2020 world economic forum in davos, switzerland on jan. 22nd, 2020.
this is a live blog. please check back for updates. 
8:25 am: roku says streaming hours nearly doubled in the first … [+2874 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 11:53:45,,,,,,,,,,,0.0,0.0,1.0,0.0,"04-14-2020 - stock futures rose tuesday morning as investors braced for what is expected to be a choppy earnings season, as the coronavirus pandemic swept the country at the end of the first quarter.during the regular session monday, the s&amp;p 500 and dow e… [+3309 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 11:44:50,,,,,,,,,,,0.6249,0.0,0.889,0.111,"by medha singh
(reuters) - u.s. stock index futures gained 1% on tuesday on better-than-expected trade data from china and signs some economies were preparing to ease lockdowns, even as the first batch of earnings reports underlined the hit from the coronavi… [+2494 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 11:44:50,,,,,,,,,,,0.6249,0.0,0.884,0.116,"(reuters) - u.s. stock index futures gained 1% on tuesday on better-than-expected trade data from china and signs some economies were preparing to ease lockdowns, even as the first batch of earnings reports underlined the hit from the coronavirus outbreak. 
… [+2445 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 11:40:57,,,,,,,,,,,0.6705,0.0,0.879,0.121,"* graphic: world fx rates in 2020 tmsnrt.rs/2egbfvh
by ritvik carvalho 
london, april 14 (reuters) - world stocks gained on tuesday after chinese trade data came in better than expected and as some countries tried to restart their economies by partly liftin… [+3599 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 11:04:42,,,,,,,,,,,0.4404,0.0,0.934,0.066,"global stocks jumped and us equity futures traded just around 2,800 on tuesday after chinese trade data came in better than expected and some countries tried to restart their economy by partly lifting restrictions aimed at containing the coronavirus outbreak.… [+32771 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 10:36:04,,,,,,,,,,,0.6705,0.0,0.874,0.126,"london — world stocks gained on tuesday after chinese trade data came in better than expected and some countries tried to restart their economy by partly lifting restrictions aimed at containing the coronavirus outbreak.
european stock markets opened stronge… [+3411 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 10:21:48,,,,,,,,,,,0.6249,0.0,0.887,0.113,"reuters: u.s. stock index futures gained on tuesday as better-than-expected trade data from china and signs some economies might be preparing to ease sweeping lockdowns lifted the mood ahead of the first batch of quarterly earnings reports.
jpmorgan chase &a… [+1428 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 10:14:16,,,,,,,,,,,0.6249,0.0,0.887,0.113,"by medha singh
(reuters) - u.s. stock index futures gained on tuesday as better-than-expected trade data from china and signs some economies might be preparing to ease sweeping lockdowns lifted the mood ahead of the first batch of quarterly earnings reports.… [+1429 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 10:14:16,,,,,,,,,,,0.6249,0.0,0.887,0.113,"by medha singh
(reuters) - u.s. stock index futures gained on tuesday as better-than-expected trade data from china and signs some economies might be preparing to ease sweeping lockdowns lifted the mood ahead of the first batch of quarterly earnings reports.… [+1429 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 10:09:46,,,,,,,,,,,0.6249,0.0,0.884,0.116,"(reuters) - u.s. stock index futures gained on tuesday as better-than-expected trade data from china and signs some economies might be preparing to ease sweeping lockdowns lifted the mood ahead of the first batch of quarterly earnings reports. 
jpmorgan chas… [+1371 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 09:00:02,,,,,,,,,,,0.7964,0.0,0.824,0.176,"world stocks gained on tuesday after chinese trade data came in better than expected and some countries tried to restart their economy by partly lifting restrictions aimed at containing the coronavirus outbreak.
european stock markets opened stronger, with t… [+2947 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 08:55:14,,,,,,,,,,,0.6705,0.0,0.874,0.126,"london: world stocks gained on tuesday after chinese trade data came in better than expected and some countries tried to restart their economy by partly lifting restrictions aimed at containing the coronavirus outbreak.
european stock markets opened stronger… [+3592 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 08:38:14,,,,,,,,,,,0.4779,0.052,0.811,0.137,"(bloomberg) -- stocks advanced on tuesday along with u.s. index futures at the outset of one of the most uncertain earnings seasons on record, after the coronavirus pandemic upended the global economy. gold rose toward a fresh seven-year high.
an increase in… [+3081 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 08:12:47,,,,,,,,,,,0.7003,0.0,0.879,0.121,"markets probably have not hit the ""absolute bottom"" yet, said veteran emerging markets investor mark mobius, who urged investors to keep cash on hand for buying opportunities.
""i don't think we're at the absolute bottom yet because the implications of this s… [+2075 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 07:28:16,,,,,,,,,,,0.8225,0.0,0.811,0.189,"european shares rose on tuesday after a strong rally last week, as better-than-expected trade data from china added to relief from early signs that sweeping lockdown measures to contain the coronavirus pandemic were working.
the pan-european stoxx 600 index … [+3556 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 07:28:16,,,,,,,,,,,0.7964,0.0,0.824,0.176,"world stocks gained on tuesday after chinese trade data came in better than expected and as some countries tried to restart their economies by partly lifting restrictions aimed at containing the coronavirus pandemic.
european stock markets opened stronger, w… [+3469 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 07:28:16,,,,,,,,,,,0.3612,0.0,0.943,0.057,"wall street rose more than 2 per cent on tuesday on signs some economies would ease strict coronavirus-induced lockdowns, with investors also looking at quarterly earnings from jpmorgan and johnson &amp; johnson for clues on the business hit from the outbreak… [+6057 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 06:41:21,,,,,,,,,,,0.6486,0.0,0.875,0.125,"sydney/singapore (reuters) - asian equities extended gains on tuesday after china’s trade data came in better than expected and as some nations tried to restart their economy by partly lifting restrictions aimed at containing the coronavirus outbreak. 
europ… [+2826 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 06:18:46,,,,,,,,,,,0.4939,0.043,0.847,0.11,"asian stocks extended gains on tuesday after china's trade data came in better than expected and as some countries tried to restart their economy by partly lifting restrictions aimed at curbing the coronavirus outbreak.
analysts said some of the tail risks t… [+2918 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 06:10:27,,,,,,,,,,,0.6486,0.0,0.883,0.117,"sydney/new york: asian stocks extended gains on tuesday after chinas trade data came in better than expected and as some countries tried to restart their economy by partly lifting restrictions aimed at curbing the coronavirus outbreak.
analysts said some of … [+3150 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 05:55:06,,,,,,,,,,,0.4939,0.043,0.847,0.11,"asian stocks extended gains on tuesday after china's trade data came in better than expected and as some countries tried to restart their economy by partly lifting restrictions aimed at curbing the coronavirus outbreak.
analysts said some of the tail risks t… [+2878 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 05:54:24,,,,,,,,,,,0.9062,0.0,0.759,0.241,"(bloomberg) --
u.s. stock index futures gained as countries across the globe weighed when it would be safe to ease restrictions set in place to help contain the spread of coronavirus.
contracts on the s&amp;p 500 gained 1.6% as of 6:51 a.m. in london, after… [+2301 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 04:45:15,,,,,,,,,,,0.6486,0.0,0.883,0.117,"sydney/new york: asian stocks extended gains on tuesday after china's trade data came in better than expected and as some countries tried to restart their economy by partly lifting restrictions aimed at curbing the coronavirus outbreak.
analysts said some of… [+3009 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 04:28:33,,,,,,,,,,,0.0,0.0,1.0,0.0,"by: reuters | new york, sydney | 
published: april 14, 2020 9:58:33 am
a visitor takes a photo of screens displaying stock indices at the tokyo stock exchange (tse), operated by japan exchange group inc. (jpx), in tokyo, japan, on monday, march 11, 2018. (f… [+3900 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 03:48:19,,,,,,,,,,,-0.1027,0.135,0.759,0.105,"asian stocks bounced on tuesday on hopes the coronavirus outbreak may be peaking, though sentiment was cautious ahead of chinese trade data and corporate earnings as investors worried about a deep global recession.
chinese shares started firm with the blue-c… [+3555 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 03:16:25,,,,,,,,,,,-0.1027,0.138,0.754,0.108,"new york/sydney: asian stocks bounced on tuesday on hopes the coronavirus outbreak may be peaking, though sentiment was cautious ahead of chinese trade data and corporate earnings as investors worried about a deep global recession.
chinese shares started fir… [+3573 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 02:36:49,,,,,,,,,,,-0.1027,0.135,0.759,0.105,"asian stocks bounced on tuesday on hopes the coronavirus outbreak may be peaking, though sentiment was cautious ahead of chinese trade data and corporate earnings as investors worried about a deep global recession.
chinese shares started firm with the blue-c… [+3511 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 02:00:37,,,,,,,,,,,-0.3818,0.145,0.792,0.063,"new york/sydney (reuters) - asian stocks bounced on tuesday on hopes the coronavirus outbreak may be peaking, though sentiment was cautious ahead of chinese trade data and corporate earnings as investors worried about a deep global recession. 
chinese shares… [+3570 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 01:59:34,,,,,,,,,,,-0.4939,0.151,0.783,0.066,"new york (reuters) - asian stocks were set for a modest bounce on tuesday as u.s. stock futures edged higher, although fears the coronavirus could drag on the global economy for months are likely to temper investor confidence. 
e-mini futures for the s&amp;p… [+2792 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 01:53:59,,,,,,,,,,,-0.4939,0.148,0.787,0.065,"asian stocks were set for a modest bounce on tuesday as u.s. stock futures edged higher, although fears the coronavirus could drag on the global economy for months are likely to temper investor confidence.
e-mini futures for the s&amp;p 500 esc1 nudged 0.3% … [+2756 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 01:48:07,,,,,,,,,,,-0.4939,0.151,0.783,0.066,"new york (reuters) - asian stocks were set for a modest bounce on tuesday as u.s. stock futures edged higher, although fears the coronavirus could drag on the global economy for months are likely to temper investor confidence. 
e-mini futures for the s&amp;p… [+2747 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 01:48:07,,,,,,,,,,,-0.4939,0.151,0.783,0.066,"new york (reuters) - asian stocks were set for a modest bounce on tuesday as u.s. stock futures edged higher, although fears the coronavirus could drag on the global economy for months are likely to temper investor confidence.
e-mini futures for the s&amp;p … [+2740 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 01:25:00,,,,,,,,,,,0.7351,0.0,0.879,0.121,larry fink was not exactly a household name until president trump singled him out in a white house press briefing on march 28th as one of the smartest people in the world who is helping figure out how americas airlines and other big u.s. companies can weather… [+13897 chars],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 01:19:36,,,,,,,,,,,-0.4939,0.145,0.792,0.064,"new york: asian stocks were set for a modest bounce on tuesday as us stock futures edged higher, although fears the coronavirus could drag on the global economy for months are likely to temper investor confidence.
e-mini futures for the s&amp;p 500 esc1 nudg… [+2959 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
