Date,SPY Close,Daily Returns,Cumulative Returns,VIX Close,SPX 1M 25DP Vol BVOL INDEX,SPX 1M 25DC Vol BVOL INDEX,SPX 1M 100 Vol BVOL INDEX,P/C Ratio,P/C Spread,P/ATM Ratio,P/ATM Spread,ATM/C Ratio,ATM/C Spread,FICC_Spread,TEDSPREAD,Gold_Close,Delta_10Y2Y,10Y_Yield
2017-07-14,232.7707061767578,0.004664107532375672,0.09301847522569262,9.510000228881836,8.7682,5.7410000000000005,6.6911,1.53,3.03,1.31,2.08,1.17,0.95,3.73,0.28,1218.95,0.98,2.33
2017-07-17,232.74227905273438,-0.00012212500657982073,0.09288499033721376,9.819999694824219,8.822000000000001,5.9754,6.8977,1.48,2.85,1.28,1.92,1.15,0.92,3.69,0.26,1229.85,0.95,2.31
2017-07-18,232.86550903320312,0.0005294696819602152,0.09346363980546668,9.890000343322754,8.9438,5.8525,6.7018,1.53,3.09,1.33,2.24,1.15,0.85,3.69,0.26,1237.1,0.91,2.27
2017-07-19,234.12623596191406,0.005413970209436014,0.099383619376475,9.789999961853027,8.9083,5.832000000000001,6.6305,1.53,3.08,1.34,2.28,1.14,0.8,3.64,0.22,1239.85,0.9,2.27
2017-07-20,234.23049926757812,0.0004453294404862529,0.09987320726857174,9.579999923706055,9.353,5.8667,6.8033,1.59,3.49,1.37,2.55,1.16,0.94,3.61,0.18,1236.55,0.9,2.27
2017-07-21,234.02198791503906,-0.0008901972765761323,0.09889410313488223,9.359999656677246,10.0057,6.0658,7.4216,1.65,3.94,1.35,2.58,1.22,1.36,3.64,0.17,1247.25,0.88,2.24
2017-07-24,233.965087890625,-0.0002431396507696082,0.09862691840641324,9.430000305175781,9.8503,6.2553,7.3957,1.57,3.6,1.33,2.45,1.18,1.14,3.63,0.16,1255.85,0.89,2.26
2017-07-25,234.53384399414062,0.0024309443286747445,0.10129761928304282,9.430000305175781,9.3106,5.9824,6.9068,1.56,3.33,1.35,2.4,1.15,0.92,3.55,0.16,1252.0,0.93,2.33
2017-07-26,234.5433349609375,4.046736554186303e-05,0.10134218589637278,9.600000381469727,9.7665,5.8094,6.8786,1.68,3.96,1.42,2.89,1.18,1.07,3.56,0.2,1245.4,0.93,2.29
2017-07-27,234.32528686523438,-0.0009296708249647567,0.10031830019784205,10.109999656677246,10.158999999999999,6.0312,7.1805,1.68,4.13,1.41,2.98,1.19,1.15,3.55,0.22,1262.05,0.96,2.32
2017-07-28,234.05039978027344,-0.0011731003880901536,0.09902751637285734,10.289999961853027,9.6293,5.5998,6.7257,1.72,4.03,1.43,2.9,1.2,1.13,3.59,0.25,1259.6,0.96,2.3
2017-07-31,233.91770935058594,-0.0005669310106373171,0.09840444359228195,10.260000228881836,9.6429,5.7860000000000005,6.8555,1.67,3.86,1.41,2.79,1.18,1.07,3.61,0.26,1266.35,0.96,2.3
2017-08-01,234.43907165527344,0.002228827847771564,0.10085259800427648,10.09000015258789,10.7319,6.3420000000000005,7.8646,1.69,4.39,1.36,2.87,1.24,1.52,3.6,0.25,1267.05,0.92,2.26
2017-08-02,234.5528106689453,0.00048515383066827233,0.10138668085919944,10.279999732971191,11.1167,6.3486,8.0928,1.75,4.77,1.37,3.02,1.27,1.74,3.59,0.25,1266.65,0.91,2.27
2017-08-03,234.09780883789062,-0.0019398694467016586,0.09925013448799658,10.4399995803833,15.3589,9.0487,11.7305,1.7,6.31,1.31,3.63,1.3,2.68,3.63,0.25,1261.8,0.9,2.24
2017-08-04,234.52438354492188,0.0018222071754916414,0.1012531959707208,10.029999732971191,15.1706,8.3936,11.2337,1.81,6.78,1.35,3.94,1.34,2.84,3.63,0.25,1269.3,0.91,2.27
2017-08-07,234.9604034423828,0.0018591665858804785,0.10330060911526373,9.930000305175781,12.1162,6.7957,8.6788,1.78,5.32,1.4,3.44,1.28,1.88,3.64,0.3,1257.55,0.9,2.26
2017-08-08,234.38217163085938,-0.0024609755646135545,0.10058541327580772,10.960000038146973,11.6128,6.7256,8.4972,1.73,4.89,1.37,3.12,1.26,1.77,3.64,0.27,1261.45,0.93,2.29
2017-08-09,234.37269592285156,-4.042845043150667e-05,0.10054091831298151,11.109999656677246,11.1276,6.6056,8.2629,1.68,4.52,1.35,2.86,1.25,1.66,3.81,0.27,1267.95,0.91,2.24
2017-08-10,231.06446838378906,-0.014115242929797045,0.08500651589681185,16.040000915527344,15.0136,8.8121,11.4637,1.7,6.2,1.31,3.55,1.3,2.65,3.92,0.28,1278.9,0.87,2.2
2017-08-11,231.4056854248047,0.0014767179194721258,0.08660876446158072,15.510000228881836,13.991,8.7831,11.1072,1.59,5.21,1.26,2.88,1.26,2.32,4.0,0.3,1288.3,0.89,2.19
2017-08-14,233.69964599609375,0.00991315562138384,0.09738048624324791,12.329999923706055,13.5898,8.5601,10.8055,1.59,5.03,1.26,2.78,1.26,2.25,3.89,0.3,1281.1,0.89,2.22
2017-08-16,234.078857421875,0.0017444307705729578,0.09916114456234437,11.739999771118164,12.4696,7.82,9.6196,1.59,4.65,1.3,2.85,1.23,1.8,3.88,0.32,1270.15,0.9,2.23
2017-08-17,230.42935180664062,-0.015590923740100737,0.08202420697939106,15.550000190734863,13.3046,7.9446,9.8676,1.67,5.36,1.35,3.44,1.24,1.92,3.93,0.34,1285.9,0.87,2.19
2017-08-18,230.06915283203125,-0.0015631644657475574,0.08033282518796225,14.260000228881836,11.6269,7.1412,8.8666,1.63,4.49,1.31,2.76,1.24,1.73,3.98,0.31,1295.25,0.86,2.19
2017-08-21,230.24923706054688,0.0007827395646000657,0.08117844443317312,13.1899995803833,12.1253,7.2988,9.0954,1.66,4.83,1.33,3.03,1.25,1.8,4.0,0.32,1287.6,0.86,2.18
2017-08-22,232.65695190429688,0.010456993797190561,0.09248432072026702,11.350000381469727,12.4112,7.3857,9.2363,1.68,5.03,1.34,3.17,1.25,1.85,3.93,0.33,1285.1,0.89,2.22
2017-08-23,231.8228302001953,-0.00358520000057716,0.08856754593299021,12.25,11.7386,7.1607,8.7585,1.64,4.58,1.34,2.98,1.22,1.6,3.95,0.34,1286.45,0.85,2.17
2017-08-24,231.2825164794922,-0.002330718334499382,0.08603040159534325,12.229999542236328,10.6846,6.8051,8.0607,1.57,3.88,1.33,2.62,1.18,1.26,3.91,0.32,1285.9,0.86,2.19
2017-08-25,231.8228302001953,0.002336163273072289,0.08856754593299021,11.279999732971191,10.059,6.3881,7.492999999999999,1.57,3.67,1.34,2.57,1.17,1.1,3.89,0.31,1287.05,0.82,2.17
2017-08-29,232.0977020263672,0.001144842145197389,0.08985825810747095,11.699999809265137,11.5501,6.9012,8.6482,1.67,4.65,1.34,2.9,1.25,1.75,3.9,0.31,1323.4,0.8,2.13
2017-08-30,233.197265625,0.004737503167988599,0.09502146505791353,11.220000267028809,11.4997,6.7184,8.5209,1.71,4.78,1.35,2.98,1.27,1.8,3.86,0.31,1310.6,0.82,2.15
2017-08-31,234.6002197265625,0.006016168747958517,0.10160929897433868,10.59000015258789,11.9471,6.9224,8.9118,1.73,5.02,1.34,3.04,1.29,1.99,3.85,0.33,1305.8,0.79,2.12
2017-09-01,234.93197631835938,0.0014141358954546934,0.10316712422678487,10.130000114440918,10.2202,5.9623,7.3808,1.71,4.26,1.38,2.84,1.24,1.42,3.82,0.32,1318.4,0.81,2.16
2017-09-05,233.24464416503906,-0.007182215804602876,0.09524393987204505,12.229999542236328,9.7168,6.0035,7.1071,1.62,3.71,1.37,2.61,1.18,1.1,3.91,0.31,1331.15,0.77,2.07
2017-09-06,234.0408935546875,0.003413794955501759,0.09898287810902406,11.630000114440918,9.7597,6.0368,7.0517,1.62,3.72,1.38,2.71,1.17,1.01,3.84,0.27,1340.15,0.8,2.1
2017-09-07,234.0124969482422,-0.0001213318151970233,0.0988495365215527,11.550000190734863,9.4574,5.9904,6.9379,1.58,3.47,1.36,2.52,1.16,0.95,3.88,0.29,1340.45,0.78,2.05
2017-09-08,233.7375946044922,-0.0011747336032690292,0.09755868104606424,12.119999885559082,9.0587,5.4136,6.5126,1.67,3.65,1.39,2.55,1.2,1.1,3.92,0.29,1350.9,0.79,2.06
2017-09-11,236.2305908203125,0.010665790499122307,0.10926501199859451,10.729999542236328,9.1531,5.7162,6.7652,1.6,3.44,1.35,2.39,1.18,1.05,3.85,0.28,1338.75,0.82,2.14
2017-09-12,237.02687072753906,0.0033707738886037397,0.11300409353658103,10.579999923706055,9.2749,5.8747,6.9047,1.58,3.4,1.34,2.37,1.18,1.03,3.81,0.3,1326.25,0.84,2.17
2017-09-13,237.140625,0.00047992142035102603,0.11353824804200752,10.5,9.3301,5.768,6.8223,1.62,3.56,1.37,2.51,1.18,1.05,3.78,0.3,1332.25,0.85,2.2
2017-09-14,237.06480407714844,-0.00031972979261385426,0.11318221668889339,10.4399995803833,9.1885,6.0105,6.9043,1.53,3.18,1.33,2.28,1.15,0.89,3.74,0.29,1323.0,0.83,2.2
2017-09-15,237.3839111328125,0.0013460752088707562,0.1146806436737342,10.170000076293945,9.2814,5.6773,6.7256,1.63,3.6,1.38,2.56,1.18,1.05,3.73,0.29,1325.0,0.81,2.2
2017-09-18,237.8887939453125,0.0021268619684067236,0.11705141554168308,10.149999618530273,9.7313,6.1988,7.3577,1.57,3.53,1.32,2.37,1.19,1.16,3.68,0.28,1314.4,0.83,2.23
2017-09-19,238.126953125,0.0010011366056286164,0.1181697366041512,10.180000305175781,9.8277,6.1285,7.4579,1.6,3.7,1.32,2.37,1.22,1.33,3.66,0.3,1308.45,0.84,2.24
2017-09-20,238.2126922607422,0.0003600564094783376,0.11857234078470014,9.779999732971191,9.6868,6.1582,7.2861,1.57,3.53,1.33,2.4,1.18,1.13,3.6,0.3,1314.9,0.83,2.28
2017-09-21,237.57443237304688,-0.00267936977512806,0.11557527186350747,9.670000076293945,9.3159,5.8753,6.9539,1.59,3.44,1.34,2.36,1.18,1.08,3.62,0.31,1297.35,0.82,2.27
2017-09-22,237.62208557128906,0.00020058218288143692,0.1157990363867063,9.59000015258789,8.7794,5.6307,6.5279,1.56,3.15,1.34,2.25,1.16,0.9,3.64,0.32,1297.0,0.8,2.26
2017-09-25,237.13624572753906,-0.002044590436877769,0.11351768434743259,10.210000038146973,8.9981,5.9201,6.7302,1.52,3.08,1.34,2.27,1.14,0.81,3.66,0.29,1295.5,0.78,2.22
2017-09-26,237.2791290283203,0.0006025367414537186,0.11418861966451033,10.170000076293945,9.0935,6.0162,6.8523,1.51,3.08,1.33,2.24,1.14,0.84,3.62,0.28,1306.9,0.79,2.24
2017-09-27,238.2031707763672,0.003894323752075879,0.11852763087036244,9.869999885559082,8.7297,5.6253,6.6175,1.55,3.1,1.32,2.11,1.18,0.99,3.57,0.28,1291.3,0.84,2.31
2017-09-28,238.48895263671875,0.0011997399506484818,0.11986957315502189,9.550000190734863,8.2275,5.5983,6.3367,1.47,2.63,1.3,1.89,1.13,0.74,3.57,0.29,1284.3,0.86,2.31
2017-09-29,239.32728576660156,0.003515186429452033,0.12380612348133258,9.510000228881836,8.2271,5.5513,6.3648,1.48,2.68,1.29,1.86,1.15,0.81,3.54,0.29,1286.95,0.86,2.33
2017-10-02,240.36563110351562,0.004338599895068684,0.12868186861074626,9.449999809265137,9.3415,6.1979999999999995,7.1454,1.51,3.14,1.31,2.2,1.15,0.95,3.55,0.34,1273.1,0.85,2.34
2017-10-03,240.88003540039062,0.00214009088784195,0.1310973503930326,9.510000228881836,9.1033,6.0809,6.9562,1.5,3.02,1.31,2.15,1.14,0.88,3.55,0.29,1270.7,0.86,2.33
2017-10-04,241.1658477783203,0.0011865341079622116,0.13243943597869956,9.630000114440918,9.0699,5.5438,6.5758,1.64,3.53,1.38,2.49,1.19,1.03,3.54,0.29,1275.55,0.86,2.33
2017-10-05,242.59478759765625,0.005925133398861027,0.1391492907030043,9.1899995803833,9.1595,5.7459,6.7199,1.59,3.41,1.36,2.44,1.17,0.97,3.52,0.3,1278.4,0.86,2.35
2017-10-06,242.3184814453125,-0.0011389616202389652,0.13785184338117107,9.649999618530273,8.5941,5.4998,6.3845,1.56,3.09,1.35,2.21,1.16,0.88,3.52,0.3,1268.2,0.83,2.37
2017-10-10,242.55665588378906,0.0026382639733599778,0.13897023609414272,10.079999923706055,9.3652,5.6384,6.7749,1.66,3.73,1.38,2.59,1.2,1.14,3.52,0.3,1289.6,0.84,2.35
2017-10-11,242.9376983642578,0.0015709421746452623,0.14075949247368857,9.850000381469727,9.171,5.5836,6.5153,1.64,3.59,1.41,2.66,1.17,0.93,3.52,0.28,1290.2,0.84,2.35
2017-10-12,242.57569885253906,-0.001490091962491391,0.13905965592281788,9.90999984741211,9.1727,5.6436,6.6129,1.63,3.53,1.39,2.56,1.17,0.97,3.56,0.29,1294.45,0.82,2.33
2017-10-13,242.8710479736328,0.0012175544479140488,0.14044652307332606,9.609999656677246,8.7442,5.5386,6.3516,1.58,3.21,1.38,2.39,1.15,0.81,3.6,0.28,1293.9,0.77,2.28
2017-10-16,243.1949005126953,0.001333434107377185,0.14196723336483186,9.90999984741211,10.1201,6.3096,7.379,1.6,3.81,1.37,2.74,1.17,1.07,3.53,0.26,1305.15,0.76,2.3
2017-10-17,243.3663787841797,0.0007051063616994035,0.14277244172592973,10.3100004196167,10.4005,6.1585,7.4704,1.69,4.24,1.39,2.93,1.21,1.31,3.5,0.29,1289.7,0.76,2.3
2017-10-18,243.6045379638672,0.000978603457376881,0.14389076278839785,10.069999694824219,10.8774,6.8857,8.5344,1.58,3.99,1.27,2.34,1.24,1.65,3.46,0.29,1280.65,0.75,2.34
2017-10-19,243.6712188720703,0.00027372605108455517,0.1442038754897681,10.050000190734863,10.8714,6.7391,8.4237,1.61,4.13,1.29,2.45,1.25,1.68,3.48,0.28,1283.4,0.75,2.33
2017-10-20,244.92868041992188,0.005160484499040274,0.15010852185297496,9.970000267028809,9.0923,5.9577,6.919,1.53,3.13,1.31,2.17,1.16,0.96,3.42,0.27,1280.25,0.79,2.39
2017-10-23,243.97605895996094,-0.003889383057662732,0.14563530925360646,11.069999694824219,10.0654,6.3214,7.7782,1.59,3.74,1.29,2.29,1.23,1.46,3.4,0.29,1275.25,0.8,2.38
2017-10-24,244.4047393798828,0.001757059367830216,0.14764825850584762,11.15999984741211,9.6862,6.1727,7.4381,1.57,3.51,1.3,2.25,1.2,1.27,3.38,0.27,1278.3,0.82,2.42
2017-10-25,243.1949005126953,-0.00495014487140133,0.1419672333648323,11.229999542236328,9.7757,6.396,7.513,1.53,3.38,1.3,2.26,1.17,1.12,3.42,0.27,1273.0,0.83,2.44
2017-10-26,243.50927734375,0.0012926949964491286,0.1434434486935119,11.300000190734863,9.4676,6.3891,7.3371,1.48,3.08,1.29,2.13,1.15,0.95,3.41,0.29,1278.0,0.83,2.46
2017-10-27,245.50025939941406,0.008176206169153488,0.15279247807279783,9.800000190734863,8.4297,5.7766,6.5005,1.46,2.65,1.3,1.93,1.13,0.72,3.44,0.3,1267.8,0.83,2.42
2017-10-30,244.5857391357422,-0.003725129520877668,0.1484981767812832,10.5,8.8103,6.0576,6.827000000000001,1.45,2.75,1.29,1.98,1.13,0.77,3.49,0.28,1272.75,0.79,2.37
2017-10-31,244.9667510986328,0.0015577848661043614,0.15028728985982154,10.180000305175781,9.4353,6.4698,7.3532,1.46,2.97,1.28,2.08,1.14,0.88,3.51,0.25,1274.4,0.78,2.38
2017-11-01,245.29066467285156,0.001322275667069217,0.15180828675334213,10.199999809265137,9.3256,6.1677,7.146,1.51,3.16,1.31,2.18,1.16,0.98,3.48,0.22,1279.25,0.76,2.37
2017-11-02,245.3859405517578,0.00038842032179786656,0.1522556724987323,9.930000305175781,10.0888,6.6127,7.8321,1.53,3.48,1.29,2.26,1.18,1.22,3.52,0.24,1276.4,0.74,2.35
2017-11-03,246.20521545410156,0.0033387198162273535,0.15610273134586428,9.140000343322754,10.5481,6.6853,8.1447,1.58,3.86,1.3,2.4,1.22,1.46,3.52,0.23,1275.3,0.71,2.34
2017-11-06,246.5862579345703,0.001547662098733138,0.15789198772541013,9.399999618530273,11.0294,6.9541,8.548,1.59,4.08,1.29,2.48,1.23,1.59,3.55,0.23,1271.6,0.71,2.32
2017-11-07,246.414794921875,-0.0006953469918863364,0.157086851014816,9.890000343322754,11.2745,6.9913,8.7991,1.61,4.28,1.28,2.48,1.26,1.81,3.57,0.2,1276.35,0.69,2.32
2017-11-08,246.8339080810547,0.0017008441368651095,0.15905487540120822,9.779999732971191,12.6532,7.9252,10.1387,1.6,4.73,1.25,2.51,1.28,2.21,3.67,0.2,1282.25,0.67,2.32
2017-11-09,245.93846130371094,-0.003627730016127706,0.15485013723937602,10.5,11.0824,7.0975,8.6067,1.56,3.98,1.29,2.48,1.21,1.51,3.79,0.19,1284.0,0.7,2.33
2017-11-10,245.86224365234375,-0.00030990537617892056,0.15449224297316455,11.289999961853027,10.4491,6.551,8.1631,1.6,3.9,1.28,2.29,1.25,1.61,3.76,0.2,1284.45,0.73,2.4
2017-11-13,246.0908660888672,0.0009298802171784359,0.15556578247079123,11.5,10.0541,6.3867,7.9387,1.57,3.67,1.27,2.12,1.24,1.55,3.77,0.2,1278.4,0.7,2.4
2017-11-14,245.51930236816406,-0.0023225718604961143,0.15288189790147233,11.59000015258789,9.1386,5.9854,7.1295,1.53,3.15,1.28,2.01,1.19,1.14,3.84,0.18,1273.7,0.7,2.38
2017-11-15,244.2904510498047,-0.00500511082634425,0.14711159623278935,13.130000114440918,9.2402,6.3178,7.0803,1.46,2.92,1.31,2.16,1.12,0.76,3.97,0.19,1285.7,0.65,2.33
2017-11-16,246.36715698242188,0.00850097056062915,0.1568631581421207,11.760000228881836,8.8303,6.3195,6.9374,1.4,2.51,1.27,1.89,1.1,0.62,3.79,0.19,1277.7,0.65,2.37
2017-11-17,245.6431427001953,-0.0029387613637081866,0.15346341338987513,11.430000305175781,8.9668,6.5647,7.1859,1.37,2.4,1.25,1.78,1.09,0.62,3.76,0.18,1283.85,0.62,2.35
2017-11-20,246.06227111816406,0.001706249209163957,0.1554315094267711,10.649999618530273,9.3608,7.1106,7.6962,1.32,2.25,1.22,1.66,1.08,0.59,3.7,0.17,1292.35,0.6,2.37
2017-11-21,247.6722412109375,0.006542937628988721,0.16299142572751868,9.729999542236328,10.4126,7.437,8.405,1.4,2.98,1.24,2.01,1.13,0.97,3.66,0.17,1280.0,0.59,2.36
2017-11-22,247.45315551757812,-0.0008845791207291454,0.161962667794733,9.880000114440918,10.9187,7.6417,8.7468,1.43,3.28,1.25,2.17,1.14,1.11,3.7,0.19,1283.95,0.58,2.32
2017-11-24,248.02468872070312,0.0023096622143676804,0.1646464090630444,9.670000076293945,10.8395,7.6877,8.7979,1.41,3.15,1.23,2.04,1.14,1.11,3.67,0.21,1289.15,0.59,2.34
2017-11-27,247.90086364746094,-0.0004992449496897811,0.16406496522514535,9.869999885559082,11.3509,7.8797,9.1123,1.44,3.47,1.25,2.24,1.16,1.23,3.66,0.23,1294.7,0.58,2.32
2017-11-28,250.41580200195312,0.010144935832368418,0.17587432960206262,10.029999732971191,10.9092,7.4487,8.7106,1.46,3.46,1.25,2.2,1.17,1.26,3.67,0.2,1293.9,0.59,2.34
2017-11-29,250.2633819580078,-0.0006086678345647023,0.17515861272014344,10.699999809265137,10.2967,7.1332,8.4919,1.44,3.16,1.21,1.8,1.19,1.36,3.64,0.21,1294.85,0.59,2.37
2017-11-30,252.4544219970703,0.008754936586887974,0.18544705185404364,11.279999732971191,9.4178,6.8538,7.8202,1.37,2.56,1.2,1.6,1.14,0.97,3.61,0.24,1282.15,0.64,2.42
2017-12-01,251.9304656982422,-0.0020754490837724404,0.18298671685641232,11.430000305175781,8.5193,6.3717,7.1057,1.34,2.15,1.2,1.41,1.12,0.73,3.63,0.24,1277.25,0.59,2.37
2017-12-04,251.62564086914062,-0.0012099562006394615,0.1815553547430777,11.680000305175781,8.5707,6.2994,7.1564,1.36,2.27,1.2,1.41,1.14,0.86,3.58,0.23,1279.1,0.57,2.37
2017-12-05,250.72061157226562,-0.003596729227390849,0.17730562006489303,11.329999923706055,8.9802,6.6589,7.4762,1.35,2.32,1.2,1.5,1.12,0.82,3.57,0.24,1275.9,0.53,2.36
2017-12-06,250.76828002929688,0.000190125800716201,0.17752945623859562,11.020000457763672,9.2588,6.9227,7.4745,1.34,2.34,1.24,1.78,1.08,0.55,3.63,0.24,1268.55,0.55,2.33
2017-12-07,251.55892944335938,0.003152908390048781,0.18124209874069996,10.15999984741211,9.2781,6.6442,7.5171,1.4,2.63,1.23,1.76,1.13,0.87,3.63,0.27,1256.8,0.57,2.37
2017-12-08,252.9307403564453,0.00545323879427162,0.18768369397897966,9.579999923706055,8.2664,6.0319,6.7121,1.37,2.23,1.23,1.55,1.11,0.68,3.63,0.29,1245.85,0.58,2.38
2017-12-11,253.6928253173828,0.003013018345905838,0.1912622067380716,9.34000015258789,8.4737,6.6643,7.0513,1.27,1.81,1.2,1.42,1.06,0.39,3.61,0.25,1251.4,0.57,2.39
2017-12-12,254.14053344726562,0.0017647646492275904,0.19336450416848372,9.920000076293945,9.2466,6.8129,7.667000000000001,1.36,2.43,1.21,1.58,1.13,0.85,3.58,0.25,1243.4,0.57,2.4
2017-12-13,254.1119842529297,-0.0001123362493525848,0.19323044607597484,10.180000305175781,8.8254,6.5454,7.3568,1.35,2.28,1.2,1.47,1.12,0.81,3.64,0.31,1241.6,0.57,2.36
2017-12-14,253.07362365722656,-0.004086232291467207,0.1883546292960574,10.489999771118164,8.6116,6.4145,7.2243,1.34,2.2,1.19,1.39,1.13,0.81,3.63,0.3,1255.6,0.53,2.35
2017-12-15,255.18109130859375,0.008327488344741951,0.1982506386209404,9.420000076293945,8.7072,6.3311,7.3134,1.38,2.38,1.19,1.39,1.16,0.98,3.64,0.32,1257.25,0.51,2.35
2017-12-18,256.7992248535156,0.006341118523413902,0.20584888794119216,9.529999732971191,9.567,6.836,8.0311,1.4,2.73,1.19,1.54,1.17,1.2,3.64,0.27,1258.65,0.55,2.39
2017-12-19,255.81300354003906,-0.0038404372678271237,0.20121790093257497,10.029999732971191,9.6514,6.495,7.9679,1.49,3.16,1.21,1.68,1.23,1.47,3.6,0.29,1263.1,0.59,2.46
2017-12-20,255.67892456054688,-0.0005241288661512744,0.20058830795615856,9.720000267028809,9.0922,6.0318,7.4082,1.51,3.06,1.23,1.68,1.23,1.38,3.58,0.3,1265.95,0.62,2.49
2017-12-21,256.2055358886719,0.0020596587263894683,0.20306111014144168,9.619999885559082,8.2957,6.8016,6.7203,1.22,1.49,1.23,1.58,0.99,-0.08,3.57,0.34,1265.85,0.59,2.48
2017-12-22,256.1385498046875,-0.0002614544754157011,0.2027465644299966,9.899999618530273,9.1866,6.4426,7.4648,1.43,2.74,1.23,1.72,1.16,1.02,3.56,0.38,1268.05,0.57,2.48
2017-12-27,255.95660400390625,0.00048639475440404034,0.20189220382332884,10.470000267028809,8.6732,6.2,6.8896,1.4,2.47,1.26,1.78,1.11,0.69,3.59,0.27,1285.4,0.53,2.42
2017-12-28,256.4832458496094,0.0020575434955181215,0.20436514930961946,10.180000305175781,8.5525,6.2846,6.9349,1.36,2.27,1.23,1.62,1.1,0.65,3.55,0.32,1291.6,0.52,2.43
2017-12-29,255.51617431640625,-0.003770505671821467,0.19982408368320348,11.039999961853027,8.8204,6.6271,7.2683,1.33,2.19,1.21,1.55,1.1,0.64,3.58,0.32,1296.5,0.51,2.4
2018-01-02,257.3450012207031,0.0071573821469017584,0.20841168315918046,9.770000457763672,9.4031,7.1626,7.8251,1.31,2.24,1.2,1.58,1.09,0.66,3.55,0.28,1312.8,0.54,2.46
2018-01-03,258.97271728515625,0.006325034707230115,0.2160549289957847,9.149999618530273,9.1661,6.9154,7.9154,1.33,2.25,1.16,1.25,1.14,1.0,3.48,0.31,1314.6,0.5,2.44
2018-01-04,260.0642395019531,0.004214815476469624,0.22118037613075336,9.220000267028809,8.9838,6.9271,7.7042,1.3,2.06,1.17,1.28,1.11,0.78,3.4,0.31,1313.7,0.5,2.46
2018-01-05,261.79730224609375,0.006663979436233092,0.2293182970452201,9.220000267028809,9.1688,7.1491,7.8899,1.28,2.02,1.16,1.28,1.1,0.74,3.36,0.33,1317.9,0.51,2.47
2018-01-08,262.2760925292969,0.001828858735729355,0.23156654655176312,9.520000457763672,10.9265,8.3133,9.4602,1.31,2.61,1.15,1.47,1.14,1.15,3.35,0.28,1318.8,0.53,2.49
2018-01-09,262.8697204589844,0.0022633703436816255,0.2343540377494988,10.079999923706055,10.5778,8.2634,9.2191,1.28,2.31,1.15,1.36,1.12,0.96,3.33,0.28,1314.95,0.57,2.55
2018-01-10,262.467529296875,-0.0015300018633075396,0.23246547377176086,9.819999694824219,10.8442,8.3881,9.3584,1.29,2.46,1.16,1.49,1.12,0.97,3.42,0.31,1321.65,0.57,2.55
2018-01-11,264.38250732421875,0.007296056896918923,0.24145761199188787,9.880000114440918,9.9811,7.6389,8.5901,1.31,2.34,1.16,1.39,1.12,0.95,3.4,0.31,1319.85,0.56,2.54
2018-01-12,266.1060485839844,0.006519119881301494,0.24955082299201736,10.15999984741211,10.2374,7.8609,8.83,1.3,2.38,1.16,1.41,1.12,0.97,3.37,0.31,1332.9,0.56,2.55
2018-01-16,265.1964416503906,-0.0034182121692986067,0.24527959316270898,11.65999984741211,10.4354,8.0406,9.0381,1.3,2.39,1.15,1.4,1.12,1.0,3.34,0.3,1334.95,0.51,2.54
2018-01-17,267.72412109375,0.009531347508393795,0.2571487857102539,11.90999984741211,11.0424,8.7568,9.5459,1.26,2.29,1.16,1.5,1.09,0.79,3.34,0.32,1337.35,0.52,2.57
2018-01-18,267.2742004394531,-0.0016805383558970988,0.25503609895679835,12.220000267028809,11.0001,8.6118,9.4653,1.28,2.39,1.16,1.53,1.1,0.85,3.35,0.31,1329.75,0.57,2.62
2018-01-19,268.49017333984375,0.0045495333945113625,0.26074592760031967,11.270000457763672,10.7215,8.3249,9.2715,1.29,2.4,1.16,1.45,1.11,0.95,3.35,0.32,1335.8,0.58,2.64
2018-01-22,270.67327880859375,0.008131044207665417,0.270997108472272,11.029999732971191,13.1542,9.9641,11.466,1.32,3.19,1.15,1.69,1.15,1.5,3.32,0.31,1334.15,0.58,2.66
2018-01-23,271.2477722167969,0.0021224607420866626,0.27369474993831,11.100000381469727,14.115,10.5869,12.2315,1.33,3.53,1.15,1.88,1.16,1.64,3.31,0.33,1337.1,0.57,2.63
2018-01-24,271.1424560546875,-0.00038826553762516536,0.2732002181614548,11.470000267028809,13.0599,10.2161,11.3924,1.28,2.84,1.15,1.67,1.12,1.18,3.28,0.34,1350.5,0.57,2.65
2018-01-25,271.25732421875,0.00042364506737135876,0.273739603153655,11.579999923706055,13.0003,9.9476,11.269,1.31,3.05,1.15,1.73,1.13,1.32,3.28,0.36,1360.25,0.55,2.63
2018-01-26,274.3978576660156,0.011577690874562396,0.2884865665336558,11.079999923706055,16.5661,12.0646,14.1324,1.37,4.5,1.17,2.43,1.17,2.07,3.23,0.38,1354.35,0.53,2.66
2018-01-29,272.57867431640625,-0.006629728690606629,0.2799442501760463,13.84000015258789,25.4712,24.3588,23.4287,1.05,1.11,1.09,2.04,0.96,-0.93,3.26,0.34,1348.4,0.59,2.7
2018-01-30,269.7828369140625,-0.01025699244210998,0.26681587167566856,14.789999961853027,27.7816,20.5136,22.1108,1.35,7.27,1.26,5.67,1.08,1.6,3.33,0.35,1345.7,0.6,2.73
2018-01-31,269.9167785644531,0.0004964795089366092,0.2674448197975512,13.539999961853027,22.9796,14.9169,17.4539,1.54,8.06,1.32,5.53,1.17,2.54,3.29,0.34,1343.35,0.58,2.72
